device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Uux3a,ONE_D,65536,1,1,1,5,5.609,2.309,0.001,3.064,0.33,0.136
GTX 780,Uux3a,ONE_D,65536,2,1,1,5,5.577,2.157,0.001,1.576,0.25,0.123
GTX 780,Uux3a,ONE_D,65536,4,1,1,5,5.562,2.155,0.001,0.816,0.251,0.121
GTX 780,Uux3a,ONE_D,65536,8,1,1,5,5.579,2.144,0.001,0.441,0.255,0.124
GTX 780,Uux3a,ONE_D,65536,16,1,1,5,5.582,2.144,0.001,0.273,0.249,0.121
GTX 780,Uux3a,ONE_D,65536,32,1,1,5,5.571,2.149,0.001,0.244,0.247,0.126
GTX 780,Uux3a,ONE_D,65536,64,1,1,5,5.566,2.139,0,0.243,0.247,0.119
GTX 780,Uux3a,ONE_D,65536,128,1,1,5,5.558,2.151,0,0.242,0.248,0.12
GTX 780,Uux3a,ONE_D,65536,256,1,1,5,5.645,2.143,0.001,0.251,0.248,0.133
GTX 780,Uux3a,ONE_D,65536,512,1,1,5,5.561,2.149,0.001,0.283,0.248,0.119
GTX 780,Uux3a,ONE_D,65536,1024,1,1,5,5.572,2.14,0.001,-1,-1,-1
GTX 780,Uux3a,ONE_D,65536,1,1,1,5,4.315,3.734,0,3.067,0.241,0.121
GTX 780,Uux3a,ONE_D,65536,2,1,1,5,4.302,3.621,0,1.574,0.24,0.104
GTX 780,Uux3a,ONE_D,65536,4,1,1,5,4.304,3.641,0,0.818,0.238,0.106
GTX 780,Uux3a,ONE_D,65536,8,1,1,5,4.312,3.624,0,0.438,0.236,0.101
GTX 780,Uux3a,ONE_D,65536,16,1,1,5,4.303,3.63,0,0.264,0.246,0.1
GTX 780,Uux3a,ONE_D,65536,32,1,1,5,4.308,3.633,0,0.242,0.234,0.101
GTX 780,Uux3a,ONE_D,65536,64,1,1,5,4.312,3.625,0,0.239,0.244,0.102
GTX 780,Uux3a,ONE_D,65536,128,1,1,5,4.307,3.623,0.001,0.239,0.233,0.105
GTX 780,Uux3a,ONE_D,65536,256,1,1,5,4.303,3.612,0.001,0.261,0.234,0.102
GTX 780,Uux3a,ONE_D,65536,512,1,1,5,4.32,3.62,0.001,0.279,0.234,0.103
GTX 780,Uux3a,ONE_D,65536,1024,1,1,5,4.306,3.613,0,-1,-1,-1
GTX 780,Uux3a,ONE_D,65536,1,1,1,5,4.171,3.701,0.001,3.062,0.253,0.118
GTX 780,Uux3a,ONE_D,65536,2,1,1,5,4.169,3.618,0,1.568,0.25,0.1
GTX 780,Uux3a,ONE_D,65536,4,1,1,5,4.168,3.597,0,0.814,0.254,0.1
GTX 780,Uux3a,ONE_D,65536,8,1,1,5,4.167,3.604,0.001,0.438,0.245,0.1
GTX 780,Uux3a,ONE_D,65536,16,1,1,5,4.169,3.612,0.001,0.268,0.249,0.099
GTX 780,Uux3a,ONE_D,65536,32,1,1,5,4.166,3.594,0.001,0.238,0.246,0.099
GTX 780,Uux3a,ONE_D,65536,64,1,1,5,4.175,3.62,0.001,0.24,0.247,0.105
GTX 780,Uux3a,ONE_D,65536,128,1,1,5,4.172,3.568,0,0.241,0.249,0.101
GTX 780,Uux3a,ONE_D,65536,256,1,1,5,4.174,3.606,0,0.256,0.247,0.1
GTX 780,Uux3a,ONE_D,65536,512,1,1,5,4.168,3.676,0,0.278,0.256,0.1
GTX 780,Uux3a,ONE_D,65536,1024,1,1,5,4.169,3.614,0.001,-1,-1,-1
