device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,180,146,1,1,1,256,0.015,0,0.004,0.498,0,0.798
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,180,146,2,1,1,256,0.005,0.001,0.001,0.339,0,0.795
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,180,146,4,1,1,256,0.005,0,0.001,0.076,0,0.578
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,180,146,8,1,1,256,0.005,0,0.001,0.063,0,0.612
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,180,146,16,1,1,256,0.004,0,0.001,0.052,0,0.567
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,180,146,32,1,1,256,0.004,0,0.002,0.046,0,0.61
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,180,146,64,1,1,256,0.004,0,0.001,0.042,0,0.577
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,180,146,128,1,1,256,0.004,0,0.001,0.042,0,0.743
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,180,146,256,1,1,256,0.004,0,0.001,0.038,0.001,0.547
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,180,146,512,1,1,256,0.004,0,0.001,0.039,0,0.649
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,180,146,1024,1,1,256,0.005,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,180,146,2048,1,1,256,0.009,0,0.003,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,180,146,4096,1,1,256,0.01,0,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,180,146,8192,1,1,256,0.009,0,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,610,273,1,1,1,256,0.008,0,0.003,0.213,0,0.511
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,610,273,2,1,1,256,0.004,0,0.001,0.294,0,0.458
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,610,273,4,1,1,256,0.004,0,0.001,0.378,0,0.697
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,610,273,8,1,1,256,0.004,0,0.001,0.39,0.001,0.513
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,610,273,16,1,1,256,0.004,0,0.001,0.055,0,0.561
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,610,273,32,1,1,256,0.004,0.001,0.001,0.047,0.001,0.642
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,610,273,64,1,1,256,0.004,0,0.001,0.043,0,0.635
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,610,273,128,1,1,256,0.004,0,0.002,0.249,0,0.387
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,610,273,256,1,1,256,0.005,0.001,0.001,0.039,0,0.482
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,610,273,512,1,1,256,0.004,0.001,0.001,0.044,0,0.601
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,610,273,1024,1,1,256,0.004,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,610,273,2048,1,1,256,0.004,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,610,273,4096,1,1,256,0.004,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,610,273,8192,1,1,256,0.003,0,0.001,-1,-1,-1
