device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2508,2508,64,64,1,1,1,23,165.089,113.417,0.009,1498.49,7.804,1.596
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2508,2508,64,64,2,1,1,23,127.583,38.742,0.007,1483.68,7.633,1.673
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2508,2508,64,64,4,1,1,23,127.723,40.398,0.008,1484.69,12.211,1.707
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2508,2508,64,64,8,1,1,23,127.776,42.266,0.009,1481.73,7.709,1.609
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2508,2508,64,64,16,1,1,23,127.997,43.046,0.007,1480.81,7.838,1.576
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2508,2508,64,64,32,1,1,23,128.672,42.969,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2508,2508,64,64,64,1,1,23,128.049,44.186,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2508,2508,64,64,128,1,1,23,124.828,43.147,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2508,2508,64,64,256,1,1,23,128.339,38.71,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2508,2508,64,64,512,1,1,23,124.536,43.132,0.008,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2508,2508,64,64,1024,1,1,23,128.052,42.5,0.008,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2508,2508,64,64,2048,1,1,23,127.769,42.213,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2508,2508,64,64,4096,1,1,23,128.214,39.266,0.006,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Convolution,ONE_D,2508,2508,64,64,8192,1,1,23,125.007,42.827,0.008,-1,-1,-1
