device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.57286e+06,0.005,1,1,1,1,24,139.681,64.388,0.006,642940,0.001,2.274
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.57286e+06,0.005,1,2,1,1,24,138.053,57.19,0.007,643011,0.001,2.491
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.57286e+06,0.005,1,4,1,1,24,138.307,60.356,0.006,643073,0.001,2.43
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.57286e+06,0.005,1,8,1,1,24,138.34,55.483,0.006,156635,0.001,2.394
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.57286e+06,0.005,1,16,1,1,24,138.736,55.876,0.005,156608,0.015,2.361
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.57286e+06,0.005,1,32,1,1,24,138.291,54.033,0.006,156752,0.001,2.336
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.57286e+06,0.005,1,64,1,1,24,137.996,54.399,0.006,156735,0.001,2.292
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.57286e+06,0.005,1,128,1,1,24,138.793,53.927,0.007,156797,0.001,2.297
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.57286e+06,0.005,1,256,1,1,24,137.879,53.956,0.007,157884,0,2.477
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.57286e+06,0.005,1,512,1,1,24,137.635,54.291,0.006,159518,0.001,2.347
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.57286e+06,0.005,1,1024,1,1,24,138.193,54.255,0.005,161656,0.002,2.897
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.57286e+06,0.005,1,2048,1,1,24,135.493,30.607,0.008,166349,0.001,2.442
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.57286e+06,0.005,1,4096,1,1,24,138.078,59.352,0.007,167643,0.001,3.045
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.57286e+06,0.005,1,8192,1,1,24,135.482,30.94,0.008,174900,0.001,2.93
