device/C,kernel/C,workDimension/C,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,Empty,ONE_D,1,1,1,16,0.001,0,0.066,0.063,0,0
GTX 780,Empty,ONE_D,1,1,1,16,0,0,0.06,0.057,0,0.001
GTX 780,Empty,ONE_D,1,1,1,16,0,0,0.065,0.063,0,0
GTX 780,Empty,ONE_D,1,1,1,16,0,0.001,0.06,0.057,0,0
GTX 780,Empty,ONE_D,1,1,1,16,0,0.001,0.061,0.056,0,0
GTX 780,Empty,ONE_D,1,1,1,16,0,0.001,0.059,0.056,0,0
GTX 780,Empty,ONE_D,1,1,1,16,0,0,0.06,0.058,0.001,0
GTX 780,Empty,ONE_D,1,1,1,16,0.001,0,0.06,0.055,0,0
GTX 780,Empty,ONE_D,1,1,1,16,0,0,0.064,0.065,0,0
GTX 780,Empty,ONE_D,1,1,1,16,0,0,0.057,0.05,0,0.001
