device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,1,1,1,10.012,1.141,0.006,3.098,0.299,0.043
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,1,2,1,8.678,0.609,0.001,1.779,0.284,0.033
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,1,4,1,8.614,0.633,0.001,1.218,0.659,0.034
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,1,8,1,8.619,0.717,0.001,0.897,0.692,0.034
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,1,16,1,8.614,0.708,0.001,0.724,0.682,0.033
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,1,32,1,8.618,0.721,0.001,0.806,0.834,0.033
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,1,64,1,8.627,0.657,0.002,0.828,0.787,0.05
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,1,128,1,8.649,0.692,0.002,1.132,0.475,0.03
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,1,256,1,8.612,0.502,0.001,0.844,0.473,0.03
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,2,1,1,8.611,0.492,0.001,1.634,0.61,0.03
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,2,2,1,8.653,0.493,0.001,0.927,0.473,0.031
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,2,4,1,8.613,0.679,0.002,0.835,0.652,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,2,8,1,8.612,0.492,0,0.699,0.477,0.03
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,2,16,1,8.8,0.497,0,0.73,0.482,0.03
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,2,32,1,8.611,0.649,0.002,1.025,0.632,0.052
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,2,64,1,8.609,0.492,0,0.691,0.474,0.03
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,2,128,1,8.654,0.493,0.001,0.968,0.472,0.03
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,4,1,1,8.656,0.494,0.001,0.846,0.474,0.029
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,4,2,1,8.613,0.5,0.001,0.697,0.475,0.03
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,4,4,1,8.65,0.494,0.001,0.627,0.478,0.029
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,4,8,1,8.61,0.493,0.001,0.572,0.478,0.03
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,4,16,1,8.613,0.496,0.001,0.568,0.472,0.03
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,4,32,1,8.616,0.491,0.001,0.823,0.472,0.03
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,4,64,1,8.615,0.683,0.002,0.803,0.808,0.051
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,8,1,1,8.611,0.688,0.002,0.843,0.659,0.047
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,8,2,1,8.659,0.655,0.002,0.706,0.637,0.05
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,8,4,1,8.803,0.658,0.002,0.758,0.636,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,8,8,1,8.73,0.68,0.003,0.824,0.636,0.051
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,8,16,1,8.761,0.492,0.001,0.752,0.475,0.03
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,8,32,1,8.674,0.495,0.001,0.682,0.472,0.03
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,16,1,1,8.615,0.49,0.001,0.662,0.475,0.029
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,16,2,1,8.617,0.49,0.001,0.701,0.477,0.029
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,16,4,1,8.618,0.492,0.001,0.665,0.482,0.029
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,16,8,1,8.688,0.516,0.001,0.53,0.641,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,16,16,1,8.724,0.649,0.002,0.787,0.637,0.051
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,32,1,1,8.762,0.657,0.002,0.818,0.644,0.047
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,32,2,1,8.655,0.681,0.001,0.844,0.649,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,32,4,1,8.612,0.669,0.002,0.687,0.64,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,32,8,1,8.649,0.683,0.002,0.908,0.646,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,64,1,1,8.612,0.662,0.001,0.706,0.635,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,64,2,1,8.611,0.681,0.002,0.813,0.644,0.05
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,64,4,1,8.611,0.656,0.002,0.885,0.634,0.046
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,128,1,1,8.611,0.663,0.002,0.65,0.647,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,128,2,1,8.614,0.665,0.002,0.728,0.634,0.05
AMD Firepro W9100,Array3dAverage,THREE_D,64,1,256,1,1,8.652,0.676,0.002,0.825,0.642,0.046
AMD Firepro W9100,Array3dAverage,THREE_D,64,2,1,1,1,8.613,0.657,0.002,1.76,0.644,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,64,2,1,2,1,8.61,0.658,0.002,1.261,0.655,0.046
AMD Firepro W9100,Array3dAverage,THREE_D,64,2,1,4,1,8.611,0.662,0.002,0.705,0.659,0.03
AMD Firepro W9100,Array3dAverage,THREE_D,64,2,1,8,1,8.609,0.689,0.002,0.645,0.636,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,64,2,1,16,1,8.613,0.662,0.002,0.67,0.66,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,64,2,1,32,1,8.609,0.659,0.002,0.763,0.642,0.045
AMD Firepro W9100,Array3dAverage,THREE_D,64,2,1,64,1,8.611,0.683,0.002,0.753,0.658,0.046
AMD Firepro W9100,Array3dAverage,THREE_D,64,2,1,128,1,8.611,0.665,0.002,0.678,0.634,0.047
AMD Firepro W9100,Array3dAverage,THREE_D,64,2,2,1,1,8.649,0.68,0.002,1.134,0.64,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,64,2,2,2,1,8.61,0.658,0.002,0.79,0.646,0.047
AMD Firepro W9100,Array3dAverage,THREE_D,64,2,2,4,1,8.612,0.662,0.002,0.655,0.665,0.031
AMD Firepro W9100,Array3dAverage,THREE_D,64,2,2,8,1,8.61,0.688,0.003,0.638,0.639,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,64,2,2,16,1,8.648,0.681,0.001,0.675,0.646,0.047
AMD Firepro W9100,Array3dAverage,THREE_D,64,2,2,32,1,8.611,0.658,0.002,0.731,0.641,0.048
AMD Firepro W9100,Array3dAverage,THREE_D,64,2,2,64,1,8.611,0.682,0.002,0.609,0.634,0.049
AMD Firepro W9100,Array3dAverage,THREE_D,64,2,4,1,1,8.613,0.655,0.003,0.783,0.639,0.047
AMD Firepro W9100,Array3dAverage,THREE_D,64,2,4,2,1,8.612,0.654,0.002,0.643,0.661,0.029
