device/C,kernel/C,workDimension/C,width/F,height/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,1,1,3.99915,87.425,1.015,0.002,391.39,0.009,1.497
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,2,1,3.99915,86.922,0.774,0.001,229.998,0.009,1.49
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,4,1,3.99915,86.825,1.024,0.001,145.606,0.022,2.876
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,8,1,3.99915,87.589,0.991,0.001,107.796,0.022,2.853
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,16,1,3.99915,88.06,0.993,0.001,77.714,0.01,2.462
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,32,1,3.99915,88.76,1.027,0.001,57.331,0.018,2.895
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,64,1,3.99915,88.76,0.993,0.001,53.414,0.009,2.811
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,128,1,3.99915,90.575,0.987,0.001,55.216,0.005,2.42
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,256,1,3.99915,91.216,1,0.001,57.513,0.015,2.703
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,2,1,1,3.99915,89.511,0.993,0.001,225.056,0.005,1.488
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,2,2,1,3.99915,86.841,1.032,0.001,150.228,0.048,2.409
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,2,4,1,3.99915,86.685,1.005,0.001,107.783,0.023,2.611
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,2,8,1,3.99915,86.578,0.995,0.001,75.625,0.005,2.2
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,2,16,1,3.99915,88.753,0.996,0.001,56.813,0.004,2.336
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,2,32,1,3.99915,89.383,1.003,0.001,51.878,0.017,2.815
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,2,64,1,3.99915,86.41,0.995,0.001,54.073,0.011,2.188
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,2,128,1,3.99915,90.389,0.996,0.001,53.678,0.02,2.44
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,4,1,1,3.99915,86.794,0.988,0.001,146.865,0.004,2.458
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,4,2,1,3.99915,87.332,1,0.001,100.868,0.01,2.507
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,4,4,1,3.99915,87.072,0.992,0.001,75.39,0.009,2.482
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,4,8,1,3.99915,88.705,0.993,0.001,58.17,0.014,2.987
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,4,16,1,3.99915,88.417,0.993,0.001,54.107,0.011,2.546
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,4,32,1,3.99915,91.096,0.446,0.001,54.906,0.008,2.474
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,4,64,1,3.99915,91.657,0.063,0.001,53.41,0.02,3.08
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,8,1,1,3.99915,93.113,0.064,0.001,112.189,0.023,3.31
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,8,2,1,3.99915,87.71,0.068,0.001,83.536,0.021,3.295
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,8,4,1,3.99915,91.576,0.069,0.001,65.224,0.005,2.58
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,8,8,1,3.99915,91.084,0.067,0.001,56.277,0.011,2.994
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,8,16,1,3.99915,91.027,0.066,0.001,56.052,0.005,2.879
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,8,32,1,3.99915,91.003,0.066,0.001,50.126,0.027,3.168
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,16,1,1,3.99915,88.003,0.067,0.001,84.838,0.038,3.045
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,16,2,1,3.99915,90.51,0.065,0.001,59.729,0.015,3.311
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,16,4,1,3.99915,88.232,0.07,0.001,48.043,0.011,2.556
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,16,8,1,3.99915,88.764,0.066,0.001,52.632,0.005,2.24
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,16,16,1,3.99915,86.994,0.067,0,52.565,0.005,2.824
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,32,1,1,3.99915,91.203,0.064,0,60.109,0.006,2.456
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,32,2,1,3.99915,88.621,0.067,0.001,54.221,0.005,2.892
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,32,4,1,3.99915,91.239,0.065,0.001,54.579,0.005,2.142
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,32,8,1,3.99915,88.217,0.076,0.001,54.004,0.005,2.485
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,64,1,1,3.99915,89.575,0.066,0.001,50.44,0.014,3.198
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,64,2,1,3.99915,87.619,0.066,0.001,55.558,0.004,2.485
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,64,4,1,3.99915,90.18,0.064,0.001,48.173,0.005,2.484
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,128,1,1,3.99915,90.181,0.066,0.001,54.27,0.005,2.812
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,128,2,1,3.99915,91.062,0.068,0.001,53.865,0.024,2.692
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,256,1,1,3.99915,86.725,0.066,0.001,58.772,0.026,3.326
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,1,1,3.99915,88.995,0.08,0.002,392.033,0.01,1.768
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,2,1,3.99915,86.815,0.062,0.001,226.932,0.005,2.735
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,4,1,3.99915,86.953,0.065,0.001,152.64,0.024,1.711
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,8,1,3.99915,86.951,0.068,0.001,106.934,0.022,3.355
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,16,1,3.99915,88.066,0.065,0.002,82.464,0.023,2.121
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,32,1,3.99915,86.659,0.064,0.001,69.737,0.021,2.498
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,64,1,3.99915,86.684,0.065,0.001,55.359,0.011,3.177
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,128,1,3.99915,89.108,0.066,0.001,56.387,0.004,2.855
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,1,256,1,3.99915,90.367,0.063,0.001,49.96,0.01,2.437
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,2,1,1,3.99915,89.673,0.068,0.001,223.082,0.009,1.693
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,2,2,1,3.99915,86.808,0.065,0.001,151.216,0.005,1.665
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,2,4,1,3.99915,86.81,0.065,0.001,108.383,0.022,3.305
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,2,8,1,3.99915,86.728,0.063,0.001,82.75,0.022,3.301
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,2,16,1,3.99915,90.953,0.066,0.001,60.103,0.014,3.287
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,2,32,1,3.99915,88.193,0.062,0,54.045,0.017,3.229
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,2,64,1,3.99915,91.571,0.068,0.001,55.028,0.009,2.853
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,2,128,1,3.99915,91.543,0.033,0.001,54.434,0.009,2.102
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,4,1,1,3.99915,86.793,0.065,0.001,142.858,0.005,1.645
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,4,2,1,3.99915,86.978,0.066,0.001,108.56,0.022,2.661
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,4,4,1,3.99915,86.847,0.068,0.001,81.407,0.025,3.36
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,4,8,1,3.99915,91.835,0.068,0.001,65.866,0.019,3.293
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,4,16,1,3.99915,91.368,0.065,0.001,59.266,0.018,3.186
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,4,32,1,3.99915,88.288,0.065,0.001,53.551,0.007,2.884
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,4,64,1,3.99915,91.512,0.065,0.001,52.876,0.016,3.217
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,8,1,1,3.99915,94.31,0.085,0.001,109.866,0.023,3.447
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,8,2,1,3.99915,108.881,0.067,0,84.165,0.009,2.578
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,8,4,1,3.99915,91.235,0.067,0,59.418,0.006,3.11
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,8,8,1,3.99915,109.143,0.065,0.001,49.559,0.005,2.427
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,8,16,1,3.99915,87.89,0.064,0.001,53.652,0.005,2.876
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,8,32,1,3.99915,91.207,0.067,0.001,48.893,0.013,2.135
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,16,1,1,3.99915,86.022,0.093,0.001,74.062,0.006,2.912
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,16,2,1,3.99915,87.832,0.068,0.001,64.285,0.005,2.88
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,16,4,1,3.99915,91.237,0.064,0.001,50.691,0.018,3.16
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,16,8,1,3.99915,92.13,0.048,0.001,55.974,0.023,3.056
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,16,16,1,3.99915,87.049,0.068,0.001,52.919,0.006,2.205
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,32,1,1,3.99915,91.646,0.067,0.001,61.042,0.017,3.281
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,32,2,1,3.99915,94.058,0.065,0.001,57.904,0.006,2.756
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,32,4,1,3.99915,91.011,0.068,0.001,55.403,0.007,3.009
AMD Firepro W9100,MonteCarloAsian,TWO_D,362,724,4,32,8,1,3.99915,91.368,0.062,0.001,57.842,0.009,3.145
