device/C,kernel/C,workDimension/C,width/F,height/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,1,1,1,20.0226,437.445,0.063,0.003,1774.18,0.006,7.282
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,1,2,1,20.0226,508.855,0.07,0.003,983.738,0.007,6.099
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,1,4,1,20.0226,436.399,0.064,0.003,605.492,0.005,6.094
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,1,8,1,20.0226,435.57,0.064,0.002,405.235,0.006,6.088
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,1,16,1,20.0226,433.568,0.064,0.003,307.594,0.005,6.113
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,1,32,1,20.0226,435.368,0.067,0.003,260.336,0.006,6.106
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,1,64,1,20.0226,433.57,0.065,0.002,228.232,0.006,6.134
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,1,128,1,20.0226,434.422,0.067,0.002,227.727,0.005,6.1
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,1,256,1,20.0226,434.463,0.063,0.003,228.967,0.006,6.102
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,2,1,1,20.0226,433.46,0.066,0.004,1013.25,0.007,6.142
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,2,2,1,20.0226,436.495,0.063,0.004,619.701,0.007,6.238
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,2,4,1,20.0226,435.807,0.098,0.003,434.427,0.006,6.216
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,2,8,1,20.0226,435.804,0.097,0.003,318.852,0.006,10.171
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,2,16,1,20.0226,434.73,0.094,0.003,269.326,0.006,11.736
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,2,32,1,20.0226,434.143,0.096,0.004,236.897,0.006,11.418
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,2,64,1,20.0226,434.196,0.098,0.003,228.523,0.005,8.256
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,2,128,1,20.0226,433.507,0.096,0.003,225.852,0.006,9.473
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,4,1,1,20.0226,433.952,0.1,0.003,626.73,0.005,6.084
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,4,2,1,20.0226,435.64,0.098,0.002,427.773,0.006,6.25
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,4,4,1,20.0226,434.802,0.094,0.002,324.538,0.006,8.18
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,4,8,1,20.0226,434.152,0.094,0.002,268.439,0.007,8.266
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,4,16,1,20.0226,434.278,0.096,0.002,238.448,0.006,11.725
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,4,32,1,20.0226,440.226,0.092,0.003,237.479,0.009,11.216
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,4,64,1,20.0226,433.361,0.094,0.002,227.407,0.005,10.178
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,8,1,1,20.0226,434.375,0.1,0.002,434.616,0.005,6.179
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,8,2,1,20.0226,435.28,0.097,0.003,326.915,0.007,8.274
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,8,4,1,20.0226,434.534,0.094,0.003,273.763,0.005,8.273
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,8,8,1,20.0226,433.25,0.096,0.003,235.049,0.006,10.184
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,8,16,1,20.0226,434.916,0.099,0.003,233.361,0.005,10.302
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,8,32,1,20.0226,433.666,0.099,0.003,226.808,0.006,10.609
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,16,1,1,20.0226,438.369,0.07,0.003,310.462,0.006,6.173
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,16,2,1,20.0226,433.874,0.063,0.003,262.112,0.006,6.102
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,16,4,1,20.0226,434.437,0.062,0.002,225.878,0.005,6.113
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,16,8,1,20.0226,437.879,0.063,0.003,226.606,0.006,6.114
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,16,16,1,20.0226,433.944,0.061,0.003,229.724,0.005,9.594
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,32,1,1,20.0226,434.612,0.094,0.003,263.212,0.005,8.316
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,32,2,1,20.0226,434.442,0.091,0.002,239.57,0.007,10.264
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,32,4,1,20.0226,433.921,0.096,0.002,231.897,0.006,11.782
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,32,8,1,20.0226,435.322,0.099,0.002,234.733,0.005,11.553
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,64,1,1,20.0226,434.351,0.097,0.002,234.502,0.006,11.779
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,64,2,1,20.0226,438.764,0.066,0.003,227.026,0.004,7.272
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,64,4,1,20.0226,440.004,0.098,0.003,226.479,0.005,8.228
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,128,1,1,20.0226,438.079,0.065,0.003,227.086,0.006,6.157
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,128,2,1,20.0226,433.811,0.063,0.002,225.744,0.007,6.111
AMD Firepro W9100,MonteCarloAsian,TWO_D,810,1620,4,256,1,1,20.0226,434.001,0.066,0.003,233.985,0.006,6.096
