device/C,kernel/C,workDimension/C,width/F,height/F,xLocal/I,yLocal/I,zLocal/I,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Hawaii,MatrixTranspose,TWO_D,8192,8192,1,1,1,74.322,0.003,307.245,122.94,22.233
Hawaii,MatrixTranspose,TWO_D,8192,8192,1,2,1,70.173,0.004,161.482,120.517,25.132
Hawaii,MatrixTranspose,TWO_D,8192,8192,1,4,1,72.358,0.004,88.629,133.055,24.059
Hawaii,MatrixTranspose,TWO_D,8192,8192,1,8,1,73.721,0.004,50.468,125.538,24.632
Hawaii,MatrixTranspose,TWO_D,8192,8192,1,16,1,69.176,0.003,28.88,129.234,22.9
Hawaii,MatrixTranspose,TWO_D,8192,8192,1,32,1,68.523,0.004,28.673,121.393,22.238
Hawaii,MatrixTranspose,TWO_D,8192,8192,1,64,1,72.178,0.003,30.071,126.428,24.129
Hawaii,MatrixTranspose,TWO_D,8192,8192,1,128,1,72.711,0.004,67.909,127.938,20.469
Hawaii,MatrixTranspose,TWO_D,8192,8192,1,256,1,75.689,0.003,207.008,125.658,21.9
Hawaii,MatrixTranspose,TWO_D,8192,8192,2,1,1,72.403,0.004,161.545,119.816,21.919
Hawaii,MatrixTranspose,TWO_D,8192,8192,2,2,1,70.692,0.004,88.431,123.531,23.633
Hawaii,MatrixTranspose,TWO_D,8192,8192,2,4,1,73.752,0.002,47.286,120.446,20.642
Hawaii,MatrixTranspose,TWO_D,8192,8192,2,8,1,70.145,0.003,31.206,131.532,22.546
Hawaii,MatrixTranspose,TWO_D,8192,8192,2,16,1,73.308,0.004,23.132,131.968,22.467
Hawaii,MatrixTranspose,TWO_D,8192,8192,2,32,1,73.346,0.004,18.57,125.952,22.247
Hawaii,MatrixTranspose,TWO_D,8192,8192,2,64,1,70.354,0.004,21.707,131.364,27.504
Hawaii,MatrixTranspose,TWO_D,8192,8192,2,128,1,73.073,0.002,40.148,127.957,21.455
Hawaii,MatrixTranspose,TWO_D,8192,8192,4,1,1,74.795,0.002,88.701,129.625,26.641
Hawaii,MatrixTranspose,TWO_D,8192,8192,4,2,1,77.005,0.003,52.572,126.423,31.83
Hawaii,MatrixTranspose,TWO_D,8192,8192,4,4,1,76.071,0.002,33.864,122.873,21.445
Hawaii,MatrixTranspose,TWO_D,8192,8192,4,8,1,72.483,0.003,25.304,124.687,21.481
Hawaii,MatrixTranspose,TWO_D,8192,8192,4,16,1,72.072,0.003,20.132,130.854,21.603
Hawaii,MatrixTranspose,TWO_D,8192,8192,4,32,1,72.006,0.004,14.701,126.611,21.431
Hawaii,MatrixTranspose,TWO_D,8192,8192,4,64,1,73.183,0.004,22.549,127.226,21.478
Hawaii,MatrixTranspose,TWO_D,8192,8192,8,1,1,72.522,0.003,52.684,127.395,31.824
Hawaii,MatrixTranspose,TWO_D,8192,8192,8,2,1,73.211,0.002,29.007,129.155,31.718
Hawaii,MatrixTranspose,TWO_D,8192,8192,8,4,1,73.307,0.003,24.803,126.308,31.819
Hawaii,MatrixTranspose,TWO_D,8192,8192,8,8,1,75.626,0.003,20.08,125.669,20.664
Hawaii,MatrixTranspose,TWO_D,8192,8192,8,16,1,72.827,0.003,18.482,121.499,31.885
Hawaii,MatrixTranspose,TWO_D,8192,8192,8,32,1,75.074,0.003,18.718,127.65,31.83
Hawaii,MatrixTranspose,TWO_D,8192,8192,16,1,1,72.144,0.004,34.172,126.498,21.501
Hawaii,MatrixTranspose,TWO_D,8192,8192,16,2,1,72.34,0.002,19.755,128.494,21.463
Hawaii,MatrixTranspose,TWO_D,8192,8192,16,4,1,75.899,0.003,14.941,133.028,26.617
Hawaii,MatrixTranspose,TWO_D,8192,8192,16,8,1,76.82,0.002,12.595,126.278,20.677
Hawaii,MatrixTranspose,TWO_D,8192,8192,16,16,1,72.836,0.003,18.284,131.741,21.394
Hawaii,MatrixTranspose,TWO_D,8192,8192,32,1,1,75.956,0.002,24.729,122.106,21.435
Hawaii,MatrixTranspose,TWO_D,8192,8192,32,2,1,76.423,0.003,20.003,126.257,21.415
Hawaii,MatrixTranspose,TWO_D,8192,8192,32,4,1,75.238,0.002,17.605,128.938,26.311
Hawaii,MatrixTranspose,TWO_D,8192,8192,32,8,1,72.224,0.003,17.779,129.005,21.474
Hawaii,MatrixTranspose,TWO_D,8192,8192,64,1,1,74.987,0.002,19.906,126.843,26.687
Hawaii,MatrixTranspose,TWO_D,8192,8192,64,2,1,75.146,0.004,18.015,130.403,26.68
Hawaii,MatrixTranspose,TWO_D,8192,8192,64,4,1,74.851,0.004,17.871,136.523,26.617
