-------------------------Client: 1-------------------------
kernel,width,height,nSteps,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
FluidSimulation	2048	2048	5	1	1	1	132.704	0.008	3136.27	0	3.59	
FluidSimulation	2048	2048	5	1	2	1	103.704	0.003	2117.77	0.001	3.237	
FluidSimulation	2048	2048	5	1	4	1	104.342	0.003	1958.31	0.001	3.407	
FluidSimulation	2048	2048	5	1	8	1	104.221	0.003	1870.66	0.001	3.513	
FluidSimulation	2048	2048	5	1	16	1	104.38	0.003	1839.13	0	3.513	
FluidSimulation	2048	2048	5	1	32	1	104.145	0.004	1835.05	0.001	3.417	
FluidSimulation	2048	2048	5	1	64	1	103.503	0.003	1846.46	0.001	3.463	
FluidSimulation	2048	2048	5	1	128	1	103.456	0.004	1851.88	0.001	3.451	
FluidSimulation	2048	2048	5	1	256	1	103.57	0.003	1863.49	0.001	3.465	
FluidSimulation	2048	2048	5	1	512	1	103.485	0.003	1907.52	0.001	3.504	
FluidSimulation	2048	2048	5	1	1024	1	103.462	0.003	1967.92	0.001	3.416	
FluidSimulation	2048	2048	5	2	1	1	103.43	0.003	2106.16	0.001	3.425	
FluidSimulation	2048	2048	5	2	2	1	103.541	0.003	1929.54	0.001	3.425	
FluidSimulation	2048	2048	5	2	4	1	103.404	0.004	1849.27	0.001	3.518	
FluidSimulation	2048	2048	5	2	8	1	103.769	0.004	1808.72	0.001	3.593	
FluidSimulation	2048	2048	5	2	16	1	104.11	0.003	1798.27	0.001	3.387	
FluidSimulation	2048	2048	5	2	32	1	103.501	0.003	1805.23	0.001	3.459	
FluidSimulation	2048	2048	5	2	64	1	103.445	0.003	1807.55	0	3.521	
FluidSimulation	2048	2048	5	2	128	1	103.766	0.002	1808.32	0.001	3.473	
FluidSimulation	2048	2048	5	2	256	1	103.499	0.004	1812.5	0	3.423	
FluidSimulation	2048	2048	5	2	512	1	103.34	0.003	1829.05	0.001	3.508	
FluidSimulation	2048	2048	5	4	1	1	103.488	0.004	1917.12	0	3.44	
FluidSimulation	2048	2048	5	4	2	1	103.505	0.003	1839.43	0.001	3.496	
FluidSimulation	2048	2048	5	4	4	1	103.338	0.004	1795.3	0.001	3.487	
FluidSimulation	2048	2048	5	4	8	1	103.481	0.003	1781.9	0	3.461	
FluidSimulation	2048	2048	5	4	16	1	103.447	0.003	1782.72	0	3.538	
FluidSimulation	2048	2048	5	4	32	1	103.407	0.003	1780.92	0	3.487	
FluidSimulation	2048	2048	5	4	64	1	104.115	0.004	1780.09	0.001	3.438	
FluidSimulation	2048	2048	5	4	128	1	103.763	0.003	1781.06	0	3.466	
FluidSimulation	2048	2048	5	4	256	1	103.552	0.004	1786.79	0.001	3.49	
FluidSimulation	2048	2048	5	8	1	1	103.582	0.003	1829	0.001	3.472	
FluidSimulation	2048	2048	5	8	2	1	103.602	0.004	1787.83	0.001	3.517	
FluidSimulation	2048	2048	5	8	4	1	103.566	0.004	1778.18	0	3.455	
FluidSimulation	2048	2048	5	8	8	1	103.282	0.004	1775.68	0.001	3.446	
FluidSimulation	2048	2048	5	8	16	1	103.648	0.003	1774.86	0.001	3.388	
FluidSimulation	2048	2048	5	8	32	1	103.485	0.003	1772.75	0.001	3.452	
FluidSimulation	2048	2048	5	8	64	1	103.831	0.004	1772.11	0.001	3.451	
FluidSimulation	2048	2048	5	8	128	1	103.78	0.004	1775.18	0.001	3.626	
FluidSimulation	2048	2048	5	16	1	1	103.519	0.003	1786.34	0	3.603	
FluidSimulation	2048	2048	5	16	2	1	103.608	0.003	1772.85	0.001	3.398	
FluidSimulation	2048	2048	5	16	4	1	103.391	0.003	1771.08	0.001	3.369	
FluidSimulation	2048	2048	5	16	8	1	103.642	0.004	1772.94	0.002	3.333	
FluidSimulation	2048	2048	5	16	16	1	103.4	0.003	1770.45	0.001	3.407	
FluidSimulation	2048	2048	5	16	32	1	103.671	0.003	1770.96	0	3.414	
FluidSimulation	2048	2048	5	16	64	1	103.602	0.003	1773.43	0.001	3.479	
FluidSimulation	2048	2048	5	32	1	1	103.941	0.004	1768.71	0.001	3.381	
FluidSimulation	2048	2048	5	32	2	1	103.368	0.003	1763.2	0.001	3.354	
FluidSimulation	2048	2048	5	32	4	1	103.433	0.004	1767.68	0.001	3.404	
FluidSimulation	2048	2048	5	32	8	1	103.772	0.005	1774.49	0.001	3.444	
FluidSimulation	2048	2048	5	32	16	1	103.474	0.003	1768.92	0	3.355	
FluidSimulation	2048	2048	5	32	32	1	103.604	0.003	1769.79	0	3.409	
FluidSimulation	2048	2048	5	64	1	1	103.411	0.003	1759.27	0.001	3.392	
FluidSimulation	2048	2048	5	64	2	1	103.508	0.003	1761.89	0.001	3.374	
FluidSimulation	2048	2048	5	64	4	1	104.271	0.003	1765.65	0.001	3.433	
FluidSimulation	2048	2048	5	64	8	1	103.562	0.004	1767.81	0	3.378	
FluidSimulation	2048	2048	5	64	16	1	103.432	0.003	1771.42	0.001	3.414	
FluidSimulation	2048	2048	5	128	1	1	103.559	0.003	1760.46	0.001	3.382	
FluidSimulation	2048	2048	5	128	2	1	103.583	0.003	1761.41	0.001	3.183	
FluidSimulation	2048	2048	5	128	4	1	103.377	0.004	1767.45	0	3.699	
FluidSimulation	2048	2048	5	128	8	1	103.581	0.004	1770.64	0	3.493	
FluidSimulation	2048	2048	5	256	1	1	103.473	0.003	1760.4	0	3.508	
FluidSimulation	2048	2048	5	256	2	1	103.689	0.003	1764.92	0.001	3.49	
FluidSimulation	2048	2048	5	256	4	1	103.482	0.002	1772.17	0.001	3.464	
FluidSimulation	2048	2048	5	512	1	1	103.522	0.003	1764.46	0.001	3.432	
FluidSimulation	2048	2048	5	512	2	1	103.458	0.004	1772.38	0.001	3.473	
FluidSimulation	2048	2048	5	1024	1	1	103.444	0.004	1770.65	0.001	3.477	
kernel,width,height,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
LUDecomposition	2048	2048	1	1	1	37.316	0.003	7505.17	36.486	0.629	
LUDecomposition	2048	2048	1	2	1	33.546	0.002	3808.52	36.553	0.611	
LUDecomposition	2048	2048	1	4	1	33.553	0.003	2187.74	36.798	0.619	
LUDecomposition	2048	2048	1	8	1	34.151	0.002	1481.32	36.403	0.601	
LUDecomposition	2048	2048	1	16	1	33.456	0.002	1045.99	36.557	0.601	
LUDecomposition	2048	2048	1	32	1	33.465	0.002	808.728	36.993	0.608	
LUDecomposition	2048	2048	1	64	1	33.52	0.003	772.441	37.084	0.639	
LUDecomposition	2048	2048	1	128	1	33.752	0.002	712.154	36.682	0.607	
LUDecomposition	2048	2048	1	256	1	33.475	0.002	644.924	36.795	0.622	
LUDecomposition	2048	2048	1	512	1	33.79	0.002	398.948	36.774	0.626	
LUDecomposition	2048	2048	1	1024	1	33.582	0.001	479.913	36.777	0.627	
LUDecomposition	2048	2048	2	1	1	33.754	0.002	3808.52	36.637	0.612	
LUDecomposition	2048	2048	2	2	1	33.555	0.003	2187.5	37.048	0.606	
LUDecomposition	2048	2048	2	4	1	33.642	0.002	1481.17	36.489	0.608	
LUDecomposition	2048	2048	2	8	1	33.713	0.002	1045.95	36.679	0.609	
LUDecomposition	2048	2048	2	16	1	33.876	0.002	808.831	36.799	0.612	
LUDecomposition	2048	2048	2	32	1	33.772	0.002	772.433	36.8	0.63	
LUDecomposition	2048	2048	2	64	1	33.776	0.002	711.997	36.905	0.611	
LUDecomposition	2048	2048	2	128	1	33.791	0.002	645.017	37.063	0.616	
LUDecomposition	2048	2048	2	256	1	33.957	0.002	398.735	36.685	0.606	
LUDecomposition	2048	2048	2	512	1	33.63	0.002	479.302	37.234	0.607	
LUDecomposition	2048	2048	4	1	1	33.806	0.002	2188.08	36.635	0.616	
LUDecomposition	2048	2048	4	2	1	33.914	0.002	1481.52	36.511	0.616	
LUDecomposition	2048	2048	4	4	1	33.83	0.002	1045.99	36.515	0.616	
LUDecomposition	2048	2048	4	8	1	33.893	0.003	808.723	36.797	0.622	
LUDecomposition	2048	2048	4	16	1	33.776	0.002	772.234	36.769	0.612	
LUDecomposition	2048	2048	4	32	1	33.865	0.003	712.019	36.804	0.638	
LUDecomposition	2048	2048	4	64	1	33.804	0.002	644.989	36.796	0.606	
LUDecomposition	2048	2048	4	128	1	34.012	0.003	398.855	36.717	0.62	
LUDecomposition	2048	2048	4	256	1	33.72	0.002	479.917	36.886	0.604	
LUDecomposition	2048	2048	8	1	1	33.681	0.002	1481.58	36.607	0.624	
LUDecomposition	2048	2048	8	2	1	33.716	0.003	1045.92	36.537	0.64	
LUDecomposition	2048	2048	8	4	1	33.756	0.002	808.826	37.033	0.616	
LUDecomposition	2048	2048	8	8	1	33.868	0.003	772.376	36.887	0.622	
LUDecomposition	2048	2048	8	16	1	33.955	0.002	712.044	36.89	0.599	
LUDecomposition	2048	2048	8	32	1	33.847	0.003	644.964	36.895	0.627	
LUDecomposition	2048	2048	8	64	1	33.86	0.002	398.699	36.696	0.607	
LUDecomposition	2048	2048	8	128	1	33.778	0.002	480.525	37.042	0.604	
LUDecomposition	2048	2048	16	1	1	33.963	0.003	1046.12	36.96	0.617	
LUDecomposition	2048	2048	16	2	1	33.704	0.002	809.056	37.023	0.621	
LUDecomposition	2048	2048	16	4	1	33.782	0.002	772.256	36.765	0.629	
LUDecomposition	2048	2048	16	8	1	33.858	0.002	712.406	37.194	0.609	
LUDecomposition	2048	2048	16	16	1	33.903	0.002	645.13	36.912	0.632	
LUDecomposition	2048	2048	16	32	1	33.881	0.002	398.782	36.772	0.647	
LUDecomposition	2048	2048	16	64	1	33.719	0.002	479.8	36.887	0.63	
LUDecomposition	2048	2048	32	1	1	33.891	0.002	809.315	36.874	0.615	
LUDecomposition	2048	2048	32	2	1	34.193	0.002	772.318	36.92	0.613	
LUDecomposition	2048	2048	32	4	1	33.971	0.002	711.783	36.853	0.638	
LUDecomposition	2048	2048	32	8	1	34.456	0.002	645.133	36.707	0.639	
LUDecomposition	2048	2048	32	16	1	34.137	0.003	398.479	36.965	0.619	
LUDecomposition	2048	2048	32	32	1	33.842	0.002	480.115	36.737	0.628	
LUDecomposition	2048	2048	64	1	1	34.053	0.002	772.325	36.779	0.618	
LUDecomposition	2048	2048	64	2	1	33.944	0.002	712.054	36.883	0.639	
LUDecomposition	2048	2048	64	4	1	33.852	0.002	644.973	37.087	0.613	
LUDecomposition	2048	2048	64	8	1	34.169	0.002	398.953	36.689	0.639	
LUDecomposition	2048	2048	64	16	1	33.916	0.002	480.031	36.936	0.615	
LUDecomposition	2048	2048	128	1	1	33.867	0.002	712.128	36.695	0.607	
LUDecomposition	2048	2048	128	2	1	33.814	0.003	645.015	36.809	0.637	
LUDecomposition	2048	2048	128	4	1	33.84	0.002	398.452	36.906	0.639	
LUDecomposition	2048	2048	128	8	1	33.826	0.003	480.206	36.816	0.619	
LUDecomposition	2048	2048	256	1	1	33.936	0.002	645.159	37	0.656	
LUDecomposition	2048	2048	256	2	1	34.013	0.002	398.668	36.856	0.621	
LUDecomposition	2048	2048	256	4	1	33.972	0.002	480.133	37.014	0.642	
LUDecomposition	2048	2048	512	1	1	34.186	0.002	399.103	37.223	0.645	
LUDecomposition	2048	2048	512	2	1	34.129	0.002	479.783	36.844	0.652	
LUDecomposition	2048	2048	1024	1	1	34.074	0.002	480.033	36.864	0.643	
kernel,width,height,xLocal,yLocal,zLocal,memoryCopyOut,plan,execute,memoryCopyIn,cleanUp,
FloydWarshall	2048	2048	1	1	1	5.906	0.001	43602.8	10.272	0.601	
FloydWarshall	2048	2048	1	2	1	5.789	0	23131.9	10.334	0.556	
FloydWarshall	2048	2048	1	4	1	5.774	0.001	12493	9.942	0.564	
FloydWarshall	2048	2048	1	8	1	5.782	0.001	7145.89	9.809	0.546	
FloydWarshall	2048	2048	1	16	1	5.702	0.001	4600.94	9.643	0.432	
