device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.04858e+06,1,1,1,80,87.014,56.67,0.007,40.088,6.638,3.502
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.04858e+06,2,1,1,80,114.761,66.877,0.011,38.448,5.082,3.308
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.04858e+06,4,1,1,80,114.746,66.426,0.01,37.755,4.89,4.418
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.04858e+06,8,1,1,80,110.602,67.112,0.01,35.93,4.913,2.725
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.04858e+06,16,1,1,80,110.015,66.282,0.01,15.204,4.781,2.264
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.04858e+06,32,1,1,80,110.556,66.345,0.01,15.623,5.389,3.164
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.04858e+06,64,1,1,80,115.045,66.665,0.01,15.391,4.413,2.755
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.04858e+06,128,1,1,80,110.093,66.399,0.009,20.139,5.402,3.782
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.04858e+06,256,1,1,80,114.986,66.567,0.009,15.571,4.512,2.708
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.04858e+06,512,1,1,80,110.099,66.51,0.009,19.022,5.411,3.302
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.04858e+06,1024,1,1,80,110.64,65.622,0.014,21.615,4.621,2.859
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.04858e+06,2048,1,1,80,110.1,66.342,0.01,20.907,5.36,4.269
Intel Xeon Phi coprocessor x100 family,Uux3a,ONE_D,1.04858e+06,4096,1,1,80,114.266,67.215,0.01,22.74,5.12,2.628
