device/C,kernel/C,workDimension/C,width/F,height/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,1,1,1,32,711.197,1.397,0.003,5528.25,0.003,2.413
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,1,2,1,32,713.368,1.354,0.003,2972.47,0.003,2.294
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,1,4,1,32,710.995,1.373,0.003,1650.67,0.002,2.276
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,1,8,1,32,710.682,1.373,0.003,970.988,0.002,2.286
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,1,16,1,32,710.598,1.387,0.003,626.904,0.003,2.254
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,1,32,1,32,710.887,1.371,0.002,456.544,0.003,2.245
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,1,64,1,32,711.105,1.393,0.003,453.523,0.002,2.241
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,1,128,1,32,711.117,1.393,0.003,451.053,0.003,2.203
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,1,256,1,32,712.628,1.37,0.003,456.612,0.003,2.204
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,1,512,1,32,711.501,1.406,0.002,467.452,0.003,2.17
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,1,1024,1,32,711.583,1.456,0.003,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,2,1,1,32,716.449,1.371,0.003,2970.57,0.003,2.195
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,2,2,1,32,710.443,1.385,0.003,1649.92,0.003,2.496
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,2,4,1,32,710.894,1.375,0.003,969.654,0.004,2.193
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,2,8,1,32,710.526,1.369,0.003,626.597,0.004,2.228
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,2,16,1,32,712.081,1.373,0.003,456.527,0.004,2.199
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,2,32,1,32,710.65,1.377,0.003,453.571,0.004,2.208
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,2,64,1,32,710.779,1.373,0.003,450.799,0.004,2.164
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,2,128,1,32,710.713,1.367,0.004,455.944,0.004,2.14
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,2,256,1,32,710.77,1.409,0.003,467.728,0.003,2.168
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,2,512,1,32,711.656,1.387,0.003,-1,-1,-1
Tesla K20Xm,MonteCarloAsian,TWO_D,1024,2048,4,4,1,1,32,710.909,1.367,0.003,1647.18,0.003,2.165
