device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,NBody,ONE_D,2.09715e+06,0.005,1,1,1,1,32,180.41,48.128,0.004,7.61967e+06,0.001,4.691
Tesla K20Xm,NBody,ONE_D,2.09715e+06,0.005,1,2,1,1,32,180.139,57.025,0.003,3.81036e+06,0.001,5.185
Tesla K20Xm,NBody,ONE_D,2.09715e+06,0.005,1,4,1,1,32,179.609,54.001,0.003,1.90509e+06,0.001,5.189
Tesla K20Xm,NBody,ONE_D,2.09715e+06,0.005,1,8,1,1,32,179.433,48.475,0.003,952990,0.001,5.159
Tesla K20Xm,NBody,ONE_D,2.09715e+06,0.005,1,16,1,1,32,179.761,48.557,0.003,476923,0.001,5.211
Tesla K20Xm,NBody,ONE_D,2.09715e+06,0.005,1,32,1,1,32,179.631,48.527,0.004,241851,0,4.831
Tesla K20Xm,NBody,ONE_D,2.09715e+06,0.005,1,64,1,1,32,179.722,48.553,0.004,123033,0,4.822
Tesla K20Xm,NBody,ONE_D,2.09715e+06,0.005,1,128,1,1,32,179.618,48.532,0.004,135456,0.001,4.841
Tesla K20Xm,NBody,ONE_D,2.09715e+06,0.005,1,256,1,1,32,179.719,48.462,0.003,138230,0,4.911
Tesla K20Xm,NBody,ONE_D,2.09715e+06,0.005,1,512,1,1,32,179.809,48.592,0.004,138249,0,4.907
Tesla K20Xm,NBody,ONE_D,2.09715e+06,0.005,1,1024,1,1,32,180.182,48.519,0.004,142576,0,4.909
