device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Uux3a,ONE_D,65536,1,1,1,5,4.407,3.114,0.005,5.023,0.33,0.081
AMD Firepro W9100,Uux3a,ONE_D,65536,2,1,1,5,8.942,2.305,0.002,2.788,0.196,0.032
AMD Firepro W9100,Uux3a,ONE_D,65536,4,1,1,5,4.172,1.348,0.001,1.287,0.199,0.031
AMD Firepro W9100,Uux3a,ONE_D,65536,8,1,1,5,8.158,2.56,0.001,1.012,0.204,0.031
AMD Firepro W9100,Uux3a,ONE_D,65536,16,1,1,5,4.209,1.363,0.001,0.657,0.206,0.032
AMD Firepro W9100,Uux3a,ONE_D,65536,32,1,1,5,7.833,2.668,0.001,0.52,0.253,0.057
AMD Firepro W9100,Uux3a,ONE_D,65536,64,1,1,5,8.502,2.566,0.001,0.355,0.178,0.032
AMD Firepro W9100,Uux3a,ONE_D,65536,128,1,1,5,4.212,2.55,0.001,0.34,0.174,0.032
AMD Firepro W9100,Uux3a,ONE_D,65536,256,1,1,5,6.902,2.548,0.002,0.607,0.452,0.068
AMD Firepro W9100,Uux3a,ONE_D,65536,1,1,1,5,4.221,3.415,0.001,4.505,0.398,0.311
AMD Firepro W9100,Uux3a,ONE_D,65536,2,1,1,5,11.191,2.867,0.002,2.715,0.403,0.109
AMD Firepro W9100,Uux3a,ONE_D,65536,4,1,1,5,11.177,3.007,0.002,1.682,0.401,0.111
AMD Firepro W9100,Uux3a,ONE_D,65536,8,1,1,5,7.541,2.855,0.001,1.2,0.415,0.05
AMD Firepro W9100,Uux3a,ONE_D,65536,16,1,1,5,4.76,3.128,0.002,0.853,0.457,0.078
AMD Firepro W9100,Uux3a,ONE_D,65536,32,1,1,5,8.19,2.874,0.001,0.741,0.368,0.12
AMD Firepro W9100,Uux3a,ONE_D,65536,64,1,1,5,11.065,3.014,0.002,0.614,0.355,0.108
AMD Firepro W9100,Uux3a,ONE_D,65536,128,1,1,5,8.271,3.097,0.001,0.595,0.414,0.054
AMD Firepro W9100,Uux3a,ONE_D,65536,256,1,1,5,4.267,2.862,0.002,0.655,0.366,0.087
AMD Firepro W9100,Uux3a,ONE_D,65536,1,1,1,5,4.188,3.472,0.001,4.654,0.418,0.152
AMD Firepro W9100,Uux3a,ONE_D,65536,2,1,1,5,9.234,2.935,0,2.548,0.413,0.056
AMD Firepro W9100,Uux3a,ONE_D,65536,4,1,1,5,5.552,1.801,0.001,1.644,0.412,0.089
AMD Firepro W9100,Uux3a,ONE_D,65536,8,1,1,5,10.322,3.123,0.002,1.165,0.356,0.109
AMD Firepro W9100,Uux3a,ONE_D,65536,16,1,1,5,11.178,2.964,0.002,0.789,0.355,0.117
AMD Firepro W9100,Uux3a,ONE_D,65536,32,1,1,5,11.175,2.927,0.002,0.716,0.334,0.096
AMD Firepro W9100,Uux3a,ONE_D,65536,64,1,1,5,9.033,2.865,0,0.62,0.31,0.045
AMD Firepro W9100,Uux3a,ONE_D,65536,128,1,1,5,4.168,2.865,0.001,0.585,0.323,0.064
AMD Firepro W9100,Uux3a,ONE_D,65536,256,1,1,5,7.029,2.859,0.001,0.61,0.336,0.046
