device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,1,1,1,160,171.752,52.374,0.002,111.821,4.819,7.722
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,2,1,1,160,171.773,43.873,0.002,55.814,4.565,4.042
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,4,1,1,160,176.944,46.229,0.002,28.343,4.546,6.901
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,8,1,1,160,171.861,47.569,0.003,14.512,4.588,6.936
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,16,1,1,160,177.764,47.472,0.003,7.657,4.594,4.035
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,32,1,1,160,176.967,46.445,0.003,4.178,4.534,6.935
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,64,1,1,160,177.46,46.239,0.002,2.512,4.559,4.025
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,128,1,1,160,174.542,46.605,0.002,2.638,4.568,4.053
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,256,1,1,160,173.194,44.453,0.002,3.154,4.094,7.188
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,1,1,1,160,171.652,46.925,0.002,111.366,4.8,4.024
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,2,1,1,160,172.833,50.07,0.002,56.039,4.757,4.035
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,4,1,1,160,174.228,45.363,0.002,28.394,4.761,4.023
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,8,1,1,160,176.166,45.466,0.004,14.54,4.761,6.959
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,16,1,1,160,177.579,46.297,0.003,7.571,4.749,4.073
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,32,1,1,160,178.048,48.005,0.003,3.994,4.203,4.031
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,64,1,1,160,172.165,44.525,0.003,2.309,3.468,7.126
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,128,1,1,160,172.381,44.531,0.002,2.445,4.149,4.041
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,256,1,1,160,173.996,45.334,0.002,3.128,4.271,4.03
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,1,1,1,160,171.552,47.298,0.002,111.721,5.964,8.99
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,2,1,1,160,175.526,46.394,0.002,56.001,4.653,4.059
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,4,1,1,160,171.689,45.162,0.002,28.25,4.694,4.027
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,8,1,1,160,175.165,45.659,0.004,14.549,4.674,6.9
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,16,1,1,160,171.831,44.419,0.002,7.415,4.104,4.045
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,32,1,1,160,176.557,45.513,0.004,4.213,4.665,6.891
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,64,1,1,160,171.867,44.636,0.003,2.291,4.527,4.045
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,128,1,1,160,172.687,45.367,0.002,2.44,3.404,4.054
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,256,1,1,160,173.944,45.182,0.002,3.265,4.655,4.03
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,1,1,1,160,171.479,45.334,0.002,111.332,4.763,4.03
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,2,1,1,160,174.45,45.234,0.002,55.835,4.611,4.045
AMD Firepro W9100,Uux3a,ONE_D,2.09715e+06,4,1,1,160,171.625,45.295,0.003,28.233,4.692,4.022
