device/C,kernel/C,workDimension/C,width/F,height/F,maskwidth/F,maskheight/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,1773,1773,64,64,1,1,1,11,86.035,23.931,0.008,1088.35,4.586,2.307
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,1773,1773,64,64,2,1,1,11,88.645,24.999,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,1773,1773,64,64,4,1,1,11,87.159,22.251,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,1773,1773,64,64,8,1,1,11,85.609,22.223,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,1773,1773,64,64,16,1,1,11,86.456,22.332,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,1773,1773,64,64,32,1,1,11,87.323,22.839,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,1773,1773,64,64,64,1,1,11,86.406,22.688,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,1773,1773,64,64,128,1,1,11,85.927,22.379,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,1773,1773,64,64,256,1,1,11,83.935,13.839,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,1773,1773,64,64,512,1,1,11,84.023,15.589,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,1773,1773,64,64,1024,1,1,11,83.953,13.864,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,1773,1773,64,64,2048,1,1,11,83.902,13.841,0.005,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,1773,1773,64,64,4096,1,1,11,83.918,20.629,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,Convolution,ONE_D,1773,1773,64,64,8192,1,1,11,81.467,13.599,0.006,-1,-1,-1
