device/C,kernel/C,workDimension/C,nElements/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,1,1,1,16,84.137,12.741,0.005,157.833,7.188,1.266
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,2,1,1,16,82.397,14.371,0.004,107.091,6.566,1.253
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,4,1,1,16,82.03,14.229,0.005,78.866,10.182,1.328
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,8,1,1,16,84.349,13.703,0.005,67.604,8.004,1.134
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,16,1,1,16,87.28,10.45,0.006,20.502,7.949,0.885
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,32,1,1,16,85.161,11.263,0.003,15.462,22.213,0.994
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,64,1,1,16,87.915,13.885,0.004,13.031,14.152,1.037
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,128,1,1,16,87.955,10.657,0.005,13.476,7.785,0.944
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,256,1,1,16,86.395,10.813,0.006,12.544,9.604,0.837
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,512,1,1,16,82.212,11.047,0.005,12.816,6.998,0.89
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,1024,1,1,16,83.168,11.105,0.004,13.965,6.685,1.463
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,2048,1,1,16,86.216,13.623,0.005,11.508,6.969,1.897
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,4096,1,1,16,87.519,13.432,0.004,16.013,8.727,2.062
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,8192,1,1,16,87.9,12.757,0.005,13.987,6.927,1.847
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,1,1,1,16,87.552,12.808,0.005,157.691,19.553,1.656
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,2,1,1,16,81.644,13.677,0.005,107.084,15.093,2.207
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,4,1,1,16,117.012,16.305,0.006,81.152,10.233,2.269
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,8,1,1,16,113.001,15.935,0.006,67.6,9.608,2.308
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,16,1,1,16,113.784,16.022,0.006,19.967,9.64,2.246
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,32,1,1,16,113.106,15.894,0.006,15.272,8.736,1.492
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,64,1,1,16,112.008,15.751,0.005,16.793,8.194,2.162
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,128,1,1,16,112.995,15.967,0.006,13.696,7.512,1.622
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,256,1,1,16,109.83,15.947,0.006,12.38,9.616,1.479
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,512,1,1,16,111.221,16.213,0.006,13.594,9.193,1.001
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,1024,1,1,16,107.282,14.1,0.005,12.988,9.559,1.064
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,2048,1,1,16,110.425,12.37,0.004,12.425,4.445,1.058
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,4096,1,1,16,109.893,15.701,0.004,12.824,5.477,1.095
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,8192,1,1,16,112.37,12.053,0.004,16.57,5.878,1.667
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,1,1,1,16,88.919,12.704,0.005,158.449,7.483,2.17
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,2,1,1,16,86.604,13.415,0.005,107.011,12.29,2.349
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,4,1,1,16,111.99,15.519,0.007,79.141,9.834,1.498
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,8,1,1,16,109.844,16.769,0.006,68.279,9.622,2.313
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,16,1,1,16,109.441,17.049,0.006,20.305,8.342,1.501
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,32,1,1,16,112.872,16.688,0.006,15.942,7.39,2.225
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,64,1,1,16,112.885,16.939,0.005,13.244,6.689,1.567
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,128,1,1,16,109.077,16.72,0.007,12.738,9.345,1.935
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,256,1,1,16,112.764,15.937,0.006,12.05,8.592,2.45
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,512,1,1,16,111.847,15.584,0.005,12.247,8.437,1.491
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,1024,1,1,16,111.685,15.734,0.006,12.708,8.582,1.474
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,2048,1,1,16,111.661,16.245,0.005,12.536,8.069,1.508
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,4096,1,1,16,111.335,16.036,0.006,12.931,8.418,1.484
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,8192,1,1,16,111.718,15.73,0.007,17.789,9.127,2.527
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,1,1,1,16,86.132,10.425,0.006,157.949,7.223,1.293
Intel Xeon Phi coprocessor x100 family,FWT,ONE_D,4.1943e+06,2,1,1,16,87.336,11.444,0.005,106.957,7.454,1.226
