device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,1,1,1,12,69.651,5.937,0.002,31.548,3.98,0.985
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,2,1,1,12,64.295,5.87,0.002,7.47,2.031,0.368
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,4,1,1,12,62.111,5.081,0.001,1.92,1.038,0.294
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,8,1,1,12,60.233,5.062,0.001,1.267,1.317,0.293
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,16,1,1,12,60.39,4.998,0.001,1,0.332,0.237
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,32,1,1,12,60.768,4.898,0.001,0.805,0.159,0.191
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,64,1,1,12,60.425,4.851,0.001,0.746,0.086,0.192
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,128,1,1,12,60.157,4.702,0.001,0.692,0.048,0.191
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,256,1,1,12,60.116,4.686,0.001,0.748,0.036,0.184
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,512,1,1,12,60.004,4.689,0.001,0.908,0.024,0.187
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,1024,1,1,12,60.095,4.687,0.001,1.155,0.018,0.191
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,1,1,1,12,70.978,6.219,0.002,30.901,4.072,0.248
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,2,1,1,12,62.581,3.845,0.002,3.547,2.048,0.156
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,4,1,1,12,60.546,3.462,0.001,2.013,1.107,0.139
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,8,1,1,12,60.381,3.179,0.001,1.46,1.315,0.161
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,16,1,1,12,60.308,2.968,0.002,1.076,0.306,0.13
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,32,1,1,12,60.272,2.961,0.001,0.781,0.17,0.073
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,64,1,1,12,60.218,2.929,0.002,0.727,0.117,0.071
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,128,1,1,12,60.188,2.887,0.001,0.709,0.053,0.069
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,256,1,1,12,60.235,2.845,0.002,0.824,0.065,0.07
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,512,1,1,12,60.219,2.872,0.002,0.872,0.023,0.069
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,1024,1,1,12,60.295,2.839,0.002,0.981,0.019,0.084
