device/C,kernel/C,workDimension/C,width/F,height/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,1,1,1,15.9966,472.047,0.107,0.002,777.336,0.009,0.892
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,1,2,1,15.9966,356.224,0.135,0.002,692.444,0.006,0.966
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,1,4,1,15.9966,356.572,0.122,0.002,656.954,0.021,1.006
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,1,8,1,15.9966,360.373,0.11,0.003,623.404,0.016,1.095
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,1,16,1,15.9966,356.531,0.12,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,1,32,1,15.9966,359.302,0.116,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,1,64,1,15.9966,360.915,0.125,0.004,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,1,128,1,15.9966,361.849,0.105,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,1,256,1,15.9966,358.756,0.129,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,1,512,1,15.9966,359.789,0.119,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,1,1024,1,15.9966,359.759,0.109,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,2,1,1,15.9966,360.208,0.119,0.002,672.916,0.015,0.943
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,2,2,1,15.9966,356.427,0.112,0.002,635.218,0.014,0.973
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,2,4,1,15.9966,356.285,0.114,0.002,616.498,0.014,1.003
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,2,8,1,15.9966,356.538,0.11,0.002,610.128,0.011,0.936
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,2,16,1,15.9966,356.271,0.106,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,2,32,1,15.9966,356.888,0.137,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,2,64,1,15.9966,358.133,0.101,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,2,128,1,15.9966,359.581,0.101,0.014,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,2,256,1,15.9966,360.852,0.115,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,2,512,1,15.9966,359.853,0.12,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,4,1,1,15.9966,359.592,0.115,0.002,629.831,0.019,1.004
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,4,2,1,15.9966,356.193,0.179,0.002,620.258,0.015,0.939
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,4,4,1,15.9966,356.997,0.145,0.002,602.102,0.014,0.924
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,4,8,1,15.9966,356.649,0.186,0.002,601.919,0.014,0.883
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,4,16,1,15.9966,356.629,0.181,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,4,32,1,15.9966,357.695,0.179,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,MonteCarloAsian,TWO_D,724,1448,4,4,64,1,15.9966,356.7,0.171,0.013,-1,-1,-1
