device/C,kernel/C,workDimension/C,nEvents/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,1,1,1,80,90.331,44.458,0.004,44.462,4.084,0.856
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,2,1,1,80,85.808,49.33,0.004,38.729,4.262,0.862
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,4,1,1,80,86.568,45.254,0.004,34.761,4.115,0.862
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,8,1,1,80,85.798,45.069,0.004,37.373,4.107,0.873
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,16,1,1,80,85.8,43.485,0.004,36.043,4.111,0.848
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,32,1,1,80,85.752,43.456,0.004,33.84,4.122,0.858
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,64,1,1,80,85.867,44.431,0.004,34.739,4.118,2.71
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,128,1,1,80,94.398,43.94,0.004,33.186,3.841,0.844
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,256,1,1,80,85.804,45.447,0.003,34.106,4.114,0.891
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,512,1,1,80,85.762,44.854,0.024,34.843,4.093,0.859
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,1024,1,1,80,85.765,44.987,0.004,35.488,4.117,0.895
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,1,1,1,80,85.62,47.201,0.004,45.561,3.009,0.878
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,2,1,1,80,85.766,42.351,0.003,40.759,2.997,0.897
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,4,1,1,80,85.826,47.646,0.004,40.858,2.953,0.912
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,8,1,1,80,85.734,52.399,0.004,38.883,2.994,0.911
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,16,1,1,80,85.729,46.609,0.003,38.907,2.992,0.928
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,32,1,1,80,85.765,43.539,0.004,37.681,3.014,0.899
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,64,1,1,80,85.768,43.473,0.004,35.939,3.042,0.912
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,128,1,1,80,85.77,44.617,0.004,35.863,3.078,0.908
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,256,1,1,80,86.148,44.249,0.005,34.246,3.028,0.904
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,512,1,1,80,85.772,45.16,0.003,35.696,2.97,0.909
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,1024,1,1,80,85.828,45.249,0.003,36.315,2.999,0.891
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,1,1,1,80,90.788,44.361,0.004,45.049,2.982,0.917
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,2,1,1,80,85.742,41.774,0.003,38.44,2.957,0.923
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,4,1,1,80,85.704,41.067,0.004,38.93,2.916,0.878
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,8,1,1,80,85.724,41.259,0.003,37.268,2.928,0.865
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,16,1,1,80,85.724,41.345,0.003,36.55,2.89,0.88
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,32,1,1,80,85.712,41.242,0.003,33.214,2.939,0.86
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,64,1,1,80,85.676,41.272,0.004,34.816,2.949,2.566
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,128,1,1,80,92.151,44.329,0.004,32.663,2.975,0.847
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,256,1,1,80,86.001,43.65,0.004,33.068,2.983,0.875
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,512,1,1,80,86.044,44.232,0.004,35.094,2.994,0.866
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Uux3a,ONE_D,1.04858e+06,1024,1,1,80,86.149,45.059,0.003,35.441,2.976,0.938
