device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,262144,0.005,5,1,1,1,4,34.356,2.329,0.004,97382.7,0,0.311
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,262144,0.005,5,2,1,1,4,22.307,2.138,0.002,97325.3,0.001,0.32
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,262144,0.005,5,4,1,1,4,22.166,2.124,0.002,97330.8,0.001,0.281
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,262144,0.005,5,8,1,1,4,22.174,1.972,0.002,97362,0,0.289
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,262144,0.005,5,16,1,1,4,22.179,1.988,0.002,97359.7,0,0.271
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,262144,0.005,5,32,1,1,4,22.134,2.112,0.001,97513.6,0.001,0.276
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,262144,0.005,5,64,1,1,4,32.09,2.123,0.001,97528.2,0,0.267
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,262144,0.005,5,128,1,1,4,22.157,2.099,0.002,98132.4,0,0.287
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,262144,0.005,5,256,1,1,4,22.343,2.15,0.001,98199.7,0,0.291
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,262144,0.005,5,512,1,1,4,22.398,3.079,0.002,100416,0,0.293
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,262144,0.005,5,1024,1,1,4,25.763,3.124,0.001,101057,0,0.315
